,stop_name,NAME,CATEGORY,dist
1118,OPPOSITE 49 MABELLE AVE,Montgomery's Inn,Museum,0.008762130585736133
1119,LITTLES RD AT OLD FINCH AVE,Toronto Zoo,Attraction,0.028332829089110074
1120,HIGH PARK AVE AT GLENLAKE AVE,High Park,Nature/ Park,0.0035192432897648003
1121,KENNEDY RD AT RADNOR AVE,Scarborough Museum,Museum,0.022482578265414107
1122,JANE ST AT TRETHEWEY DR,James Garden Park,Garden / Conservatory,0.027599683419787427
1123,WICKSTEED AVE AT BRENTCLIFFE RD,Todmorden Mills Heritage Site,Landmark,0.02271081771091955
1124,WARDEN AVE AT FAIRFAX CRES,Rosetta McClain Gardens,Nature/ Park,0.032278655036243754
1125,CRESCENT RD AT ROSEDALE RD WEST SIDE,Toronto Reference Library,Landmark,0.004221649168367633
1126,WILLOWDALE AVE AT CENTRE AVE,Gibson House Museum,Museum,0.02142965806567727
1127,WESTON RD AT BURGUNDY CRT NORTH SIDE,Black Creek Pioneer Village,Museum,0.05080021555447174
1128,WASHBURN WAY AT MAMMOTH HALL TRAIL,Chinese Cultural Centre of Greater Toronto,Attraction,0.00837723131052002
1129,75 THE EAST MALL,CF Sherway Gardens,Landmark,0.010216633799531057
1130,LESLIE ST AT LONGWOOD DR,Toronto Botanical Gardens and Edwards Gardens,Nature/ Park,0.013274803499316914
1131,PARK LAWN RD AT CANNON RD,Humber Bay Park (Humber Bay Butterfly Habitat),Nature/ Park,0.016466131915080173
1132,LAKE SHORE BLVD WEST AT THIRTIETH ST,Marie Curtis Park East Beach,Nature/ Park,0.013945527921196195
1133,MCCOWAN RD AT GILLINGHAM AVE,Chinese Cultural Centre of Greater Toronto,Attraction,0.05800735361518962
1134,QUEEN ST EAST AT JONES AVE,Tommy Thompson Park,Nature/ Park,0.01487378895763994
1135,CHRISTIE ST AT TYRREL AVE,Solar Stage Children's Theatre,Performing Arts,0.0038534652613288365
1136,WOODWARD AVE AT QUEEN ST EAST,Woodbine Beach,Nature/ Park,0.008868637952247432
1137,DON MILLS RD AT FINCH AVE EAST,Historic Zion Schoolhouse,Museum,0.008215922126169057
1138,QUEEN ST EAST AT BROOKLYN AVE,Tommy Thompson Park,Nature/ Park,0.01693325118368232
1139,VICTORIA PARK AVE AT MEIGHEN AVE,Kew Gardens Park,Nature/ Park,0.03369472971970797
1140,LESLIE ST AT YORK MILLS RD SOUTH SIDE,Toronto Botanical Gardens and Edwards Gardens,Nature/ Park,0.01629547214866958
1141,GILTSPUR DR AT JANE ST,Downsview Park,Nature/ Park,0.03490537455501669
1142,LONG BRANCH LOOP,Marie Curtis Park East Beach,Nature/ Park,0.0037848105799806885
1143,PARK ST AT ATLEE AVE,Rosetta McClain Gardens,Nature/ Park,0.012736818883330956
1144,KINGSTON RD AT CHINE DR,Bluffer's Park and Beach (Scarborough Bluffs),Nature/ Park,0.011993935886727375
1145,BIRCHMOUNT RD AT BONIS AVE,CF Fairview Mall,Landmark,0.04532557540386628
1146,HIGHVIEW AVE AT LILLINGTON AVE,Rosetta McClain Gardens,Nature/ Park,0.007699469023682009
1147,BROOKLAWN AVE AT KINGSTON RD SOUTH SIDE,Bluffer's Park and Beach (Scarborough Bluffs),Nature/ Park,0.013452384612158617
1148,KINGSTON RD AT RESTHAVEN MEMORIAL GARDENS,Bluffer's Park and Beach (Scarborough Bluffs),Nature/ Park,0.011501561105464521
1149,AVENUE RD AT WILSON AVE,Alexander Muir Memorial Gardens,Nature/ Park,0.026058457649049366
1150,BAYVIEW AVE AT TRUMAN RD,Meridian Arts Centre (formerly Toronto Centre for the Arts),Performing Arts,0.02852257798176518
1151,SOUTH DR AT GLEN RD,Japan Foundation,Museum,0.011492670863559892
1152,SHEPPARD AVE EAST AT MASSIE ST WEST SIDE,Chinese Cultural Centre of Greater Toronto,Attraction,0.013111060037402691
1153,MORNINGSIDE AVE AT SEWELLS RD NORTH SIDE,Chinese Cultural Centre of Greater Toronto,Attraction,0.029595080344737443
1154,THE DONWAY WEST AT LAWRENCE AVE EAST NORTH SIDE,Toronto Botanical Gardens and Edwards Gardens,Nature/ Park,0.011726491682756648
1155,DAVENPORT RD AT CHRISTIE ST WEST SIDE,Artscape Wychwood Barns,Landmark,0.006424201546335393
1156,JONES AVE AT SHUDELL AVE,Riverdale Park (East and West),Nature/ Park,0.016290108439110888
1157,YORK MILLS RD AT HEDGEWOOD RD EAST SIDE,Alexander Muir Memorial Gardens,Nature/ Park,0.02146009205757978
1158,DAWES RD AT DENTONIA PARK AVE,Kew Gardens Park,Nature/ Park,0.02000066647423796
1159,KENNEDY RD AT FORBES RD,Scarborough Museum,Museum,0.021192123237429864
1160,STEELES AVE WEST AT CAPSTAN GATE,Black Creek Pioneer Village,Museum,0.03151862768841111
1161,PHARMACY AVE AT CHRISTINA CRES (SOUTH),CF Fairview Mall,Landmark,0.03825798197189222
1162,BLOOR ST EAST AT CHURCH ST,CAA Theatre (formerly Panasonic Theatre),Performing Arts,0.0025789487816985064
1163,PHARMACY AVE AT SUNDRIDGE DR,Aga Khan Museum,Museum,0.03622569440258401
1164,DUPONT ST AT DOVERCOURT RD,Solar Stage Children's Theatre,Performing Arts,0.0152682433278412
1165,MT PLEASANT RD AT ERSKINE AVE,Alexander Muir Memorial Gardens,Nature/ Park,0.014155763956082253
1166,O'CONNOR DR AT RIVERCOURT BLVD,Todmorden Mills Heritage Site,Landmark,0.013126036402899159
1167,NEPTUNE DR AT RAJAH ST,Yorkdale Mall,Landmark,0.013432939282572212
1168,519 KENNEDY RD,Rosetta McClain Gardens,Nature/ Park,0.02130963808308904
1169,VICTORIA PARK AVE AT ELVASTON DR SOUTH SIDE,Aga Khan Museum,Museum,0.027083363815724844
1170,COLLEGE ST AT MAJOR ST,Ukrainian Museum of Canada,Museum,0.0064196087081784085
1171,GARYRAY DR AT NORELCO DR,Black Creek Pioneer Village,Museum,0.01932965771238593
1172,OAKWOOD AVE AT ST CLAIR AVE WEST NORTH SIDE,Solar Stage Children's Theatre,Performing Arts,0.012049168555329278
1173,GLEN RD AT DOUGLAS DR,Evergreen Brick Works,Attraction,0.0071371856518001155
1174,BURNHAMTHORPE RD AT RENFORTH DR WEST SIDE,Centennial Park Conservatory,Nature/ Park,0.017285091629951302
1175,PARLIAMENT ST AT WELLESLEY ST EAST SOUTH SIDE,Winchester Street Theatre,Performing Arts,0.002779385476533993
1176,WESTON RD AT DORA SPENCER RD NORTH SIDE,James Garden Park,Garden / Conservatory,0.022852363678889157
1177,OPPOSITE 1314 MILITARY TRAIL,Cedar Ridge Creative Centre,Gallery,0.03398512567001493
1178,3700 BLOOR ST WEST AT RESURRECTION RD,Montgomery's Inn,Museum,0.01170885689250408
1179,FINCH AVE EAST AT CHEROKEE BLVD,CF Fairview Mall,Landmark,0.015757630600375813
1180,BATHURST ST AT DREWRY AVE,Sarah and Chaim Neuberger Holocaust Education Centre,Museum,0.014890975617807108
1181,YONGE ST AT MONTGOMERY AVE,Alexander Muir Memorial Gardens,Nature/ Park,0.013955170210406395
1182,DOVERCOURT RD AT DAVENPORT RD SOUTH SIDE,Solar Stage Children's Theatre,Performing Arts,0.013350409412996013
1183,OSSINGTON AVE AT HARBORD ST,Lower Ossington Theatre,Performing Arts,0.010998907826302702
1184,4375 CHESSWOOD DR,Downsview Park,Nature/ Park,0.012421668693372074
1185,JONES AVE AT SPROAT AVE SOUTH SIDE,Riverdale Park (East and West),Nature/ Park,0.01997402170217419
1186,HIGHVIEW AVE AT BAUDINA CRES,Rosetta McClain Gardens,Nature/ Park,0.003651621990266414
1187,DUFFERIN ST AT DUNDAS ST WEST,The Theatre Centre,Performing Arts,0.009258950065511222
1188,YONGE ST AT CRANBROOKE AVE,Alexander Muir Memorial Gardens,Nature/ Park,0.006224264436238502
1189,VICTORIA PARK AVE AT DRAYCOTT DR SOUTH SIDE,Aga Khan Museum,Museum,0.026391761594028753
1190,LOWER JARVIS ST AT THE ESPLANADE,St. Lawrence Market and Market Gallery,Attraction,0.0031349510320754052
1191,YONGE ST AT BISHOP AVE NORTH SIDE (FINCH STATION),Gibson House Museum,Museum,0.010456229184088554
1192,MCNICOLL AVE AT MOGUL DR,Historic Zion Schoolhouse,Museum,0.013460895449462912
1193,BRIMLEY RD AT STEELES AVE EAST,Chinese Cultural Centre of Greater Toronto,Attraction,0.06229784523402775
1194,KINGSTON RD AT SOUTHWOOD DR,Kew Gardens Park,Nature/ Park,0.006803200932846103
1195,615 THE EAST MALL,Centennial Park,Nature/ Park,0.020037258488439656
1196,SHEFFIELD ST AT DENSLEY AVE,Yorkdale Mall,Landmark,0.02996667737059936
1197,BRENYON WAY AT PIONEER PATHWAY,Chinese Cultural Centre of Greater Toronto,Attraction,0.02194779258791565
1198,BANNATYNE DR AT RIDERWOOD DR,Toronto Botanical Gardens and Edwards Gardens,Nature/ Park,0.022470560305582785
1199,DUNDAS ST WEST AT SHORNCLIFFE RD,CF Sherway Gardens,Landmark,0.021688181873175946
1200,SHEPPARD AVE EAST AT OLD LESLIE ST (LESLIE STATION),Historic Zion Schoolhouse,Museum,0.021449332349566703
1201,SHEPPARD AVE WEST AT WILSON HEIGHTS BLVD,Sarah and Chaim Neuberger Holocaust Education Centre,Museum,0.022051597536712746
1202,STEELES AVE WEST AT OLD WESTON RD,Black Creek Pioneer Village,Museum,0.025870148625983917
1203,DAVENPORT RD AT WYCHWOOD PARK WEST SIDE,Artscape Wychwood Barns,Landmark,0.006195228180030745
1204,WILLOWDALE AVE AT ELMWOOD AVE,Meridian Arts Centre (formerly Toronto Centre for the Arts),Performing Arts,0.012306688489907729
1205,STEELES AVE EAST AT VALLONCLIFFE RD,Historic Zion Schoolhouse,Museum,0.027982571877926278
1206,ST CLAIR AVE WEST AT MONDOVI GATE WEST SIDE,The Village Playhouse,Performing Arts,0.017205019632877284
1207,OPPOSITE 519 KENNEDY RD (CEMETERY),Rosetta McClain Gardens,Nature/ Park,0.0212353199414548
1208,MCNICOLL AVE AT BRIMLEY RD,Chinese Cultural Centre of Greater Toronto,Attraction,0.05236627675042183
1209,549 OAKDALE RD,Black Creek Pioneer Village,Museum,0.027607980982679626
1210,SYMINGTON AVE AT BLOOR ST WEST NORTH SIDE,Museum of Contemporary Canadian Art,Gallery,0.002333941103490158
1211,OAKWOOD AVE AT ST CLAIR AVE WEST,Solar Stage Children's Theatre,Performing Arts,0.012106291548761756
1212,WESTON RD AT CHURCH ST SOUTH SIDE,James Garden Park,Garden / Conservatory,0.03066358080778035
1213,250 CONSUMERS RD,CF Fairview Mall,Landmark,0.016856257971084056
1214,VAN HORNE AVE AT LUCIFER DR,CF Fairview Mall,Landmark,0.010361320423205953
1215,EGLINTON AVE EAST AT PRUDHAM GATE,Rosetta McClain Gardens,Nature/ Park,0.0413128020663938
1216,ST CLAIR AVE WEST AT NORTHCLIFFE BLVD,Solar Stage Children's Theatre,Performing Arts,0.017454420154460974
1217,BAYVIEW AVE AT FLEMING CRES NORTH SIDE,Evergreen Brick Works,Attraction,0.02369717740777454
1218,JANE ST AT COURAGE AVE SOUTH SIDE,Black Creek Pioneer Village,Museum,0.03219178381123798
1219,WARDEN AVE AT 125 BAMBURGH CIR APTS,CF Fairview Mall,Landmark,0.039892431355845616
1220,ANTIBES DR (SOUTH) AT TORRESDALE AVE EAST SIDE,Sarah and Chaim Neuberger Holocaust Education Centre,Museum,0.016865485321724535
1221,YONGE ST AT MOORE PARK AVE,Gibson House Museum,Museum,0.02277936418248717
1222,ERINGATE DR AT WELLESWORTH DR,Centennial Park,Nature/ Park,0.006277023445093821
1223,ATKINSON AVE AT DUNDURN CRES (SOUTH),Sarah and Chaim Neuberger Holocaust Education Centre,Museum,0.050889226986904
1224,ST CLAIR AVE WEST AT JANE ST,The Village Playhouse,Performing Arts,0.02199693797980672
1225,BLOOR ST WEST AT PRINCE EDWARD DR NORTH WEST SIDE,Montgomery's Inn,Museum,0.02007789956935983
1226,BRIMLEY RD AT SEMINOLE AVE NORTH SIDE,Scarborough Museum,Museum,0.015342034217267599
1227,PHARMACY AVE AT KELLYVALE RD,Aga Khan Museum,Museum,0.036739290339451926
1228,SPADINA RD AT LOWTHER AVE,Al Green Theatre (at the Miles Nadal Jewish Community Centre),Performing Arts,0.0013368644798843687
1229,YORK MILLS RD AT OLD YONGE ST,Alexander Muir Memorial Gardens,Nature/ Park,0.021460610764240096
1230,STEELES AVE WEST AT CARPENTER RD,Sarah and Chaim Neuberger Holocaust Education Centre,Museum,0.026267991623556156
1231,MCCOWAN RD AT WALKWAY TO ALANBULL SQ,Chinese Cultural Centre of Greater Toronto,Attraction,0.046037926343635106
1232,900 KENNEDY RD,Scarborough Museum,Museum,0.025103965516338374
1233,BATHURST ST AT BRIDGMAN AVE,Tarragon Theatre,Performing Arts,0.003015812791903077
1234,CULFORD RD AT RIDGE POINT CRES,James Garden Park,Garden / Conservatory,0.041815543088319
1235,ISLINGTON AVE AT DIXON RD,Toronto Congress Centre,Convention & Trade Centres,0.03185735669112162
1236,339 THE WEST MALL,CF Sherway Gardens,Landmark,0.025003961452010323
1237,COLLEGE ST AT DUFFERIN ST,The Theatre Centre,Performing Arts,0.012076031777261055
1238,MCNICOLL AVE AT EAGLE POINT RD,CF Fairview Mall,Landmark,0.031358748456226763
1239,PARK ST AT NATAL AVE,Rosetta McClain Gardens,Nature/ Park,0.011620115749377685
1240,MARKHAM RD AT SPRINGDALE ST,Chinese Cultural Centre of Greater Toronto,Attraction,0.09366097902062723
1241,BELLAMY RD NORTH AT AMBERJACK BLVD (NORTH),Scarborough Museum,Museum,0.019637912862173503
1242,WILSON AVE AT YONGE BLVD EAST SIDE,Alexander Muir Memorial Gardens,Nature/ Park,0.02251048383268432
1243,OPPOSITE 689 WARDEN AVE,Rosetta McClain Gardens,Nature/ Park,0.025058608674912587
1244,WELLESWORTH DR AT TORRINGTON DR NORTH SIDE,Centennial Park,Nature/ Park,0.010814424347267886
1245,COSBURN AVE AT PAPE AVE,Todmorden Mills Heritage Site,Landmark,0.011552518142725343
1246,ARLETA AVE AT TINA CRT,Downsview Park,Nature/ Park,0.023042552521867415
1247,KENNEDY RD AT ST CLAIR AVE EAST NORTH SIDE,Rosetta McClain Gardens,Nature/ Park,0.01837168513644452
1248,WINDERMERE AVE AT ST OLAVES RD,The Village Playhouse,Performing Arts,0.01137781095774975
1249,KING ST WEST AT WILSON PARK RD,Sunnyside Beach,Nature/ Park,0.015035331763223251
1250,WESTON RD AT OAK ST,James Garden Park,Garden / Conservatory,0.03884013789935621
1251,PAPE AVE AT BAIN AVE,Riverdale Park (East and West),Nature/ Park,0.011850335971742579
1252,HUMBERWOOD BLVD AT HONEYVIEW PL,BAPS Shri Swaminarayan Mandir,Landmark,0.009672237141351944
1253,BRIMLEY RD AT HUNTINGWOOD DR,Chinese Cultural Centre of Greater Toronto,Attraction,0.04036410853662691
1254,2901 JANE ST,Black Creek Pioneer Village,Museum,0.023914135238804476
1255,BELLAMY RD NORTH AT NORTHLEIGH DR,Scarborough Museum,Museum,0.018754214990688446
1256,UNDERHILL DR AT BROOKBANKS DR SOUTH SIDE,Aga Khan Museum,Museum,0.026236253470207374
1257,RUNNYMEDE RD AT COLBECK ST,The Village Playhouse,Performing Arts,0.0036505335138338124
1258,BATHURST ST AT PATRICIA AVE NORTH SIDE,Sarah and Chaim Neuberger Holocaust Education Centre,Museum,0.018238664568595613
1259,MCCOWAN RD AT HERITAGE RD,Chinese Cultural Centre of Greater Toronto,Attraction,0.09000476321753521
1260,OPPOSITE 1801-1821 ALBION RD,BAPS Shri Swaminarayan Mandir,Landmark,0.013598038662609392
1261,MT PLEASANT RD AT HEATH ST EAST,Toronto Reference Library,Landmark,0.018563786965060027
1262,JANE ST AT GOLDWIN AVE SOUTH SIDE,James Garden Park,Garden / Conservatory,0.02201052600897565
1263,THISTLE DOWN BLVD AT THISTLE DOWN BLVD NORTH SIDE,Woodbine Shopping Centre and Fantasy Fair,Attraction,0.04646572433317589
1264,IAN MACDONALD BLVD AT THE CHIMNEYSTACK RD,Black Creek Pioneer Village,Museum,0.017064737218985902
1265,ARLETA AVE AT SPENVALLEY DR,Downsview Park,Nature/ Park,0.02315015416130291
1266,ST CLAIR AVE EAST AT REXLEIGH DR,Aga Khan Museum,Museum,0.032221728552572174
1267,STEELES AVE WEST AT NORFINCH DR,Black Creek Pioneer Village,Museum,0.014158417324100538
1268,CULFORD RD AT GULLIVER RD,James Garden Park,Garden / Conservatory,0.04030787692438598
1269,RATHBURN RD AT ELMCREST RD,Centennial Park Conservatory,Nature/ Park,0.00407637092437801
1270,MAPLE LEAF DR AT BOURDON AVE,Downsview Park,Nature/ Park,0.04101342560585012
1271,O'CONNOR DR AT DOHME AVE,Aga Khan Museum,Museum,0.028466980855996398
1272,MILVAN DR AT MILWICK DR (SOUTH),Black Creek Pioneer Village,Museum,0.04707023504633584
1273,SYMINGTON AVE AT ANTLER ST,Taras H. Shevchenko Museum,Museum,0.007509713886368342
1274,ROYALCREST RD AT LEADING RD,Humber Arboretum,Nature/ Park,0.019390547608253584
1275,BERMONDSEY RD AT BARTLEY DR,Aga Khan Museum,Museum,0.019116931495344658
1276,45 IRONSIDE CRES,Chinese Cultural Centre of Greater Toronto,Attraction,0.0333363491319095
1277,RUNNYMEDE RD AT DUNDAS ST WEST,The Village Playhouse,Performing Arts,0.014398873461444738
1278,92 OAKDALE RD,Black Creek Pioneer Village,Museum,0.03766842694619176
1279,CALEDONIA RD AT INNES AVE NORTH SIDE,Taras H. Shevchenko Museum,Museum,0.02335903320057238
1280,QUEEN'S PARK CRES EAST AT COLLEGE ST NORTH SIDE,Toronto Police Museum & Discovery Centre,Museum,0.00567366943894558
1281,COE HILL DR AT WINDERMERE AVE SOUTH SIDE,The Village Playhouse,Performing Arts,0.012342997058827626
1282,BRIMLEY RD AT OPPOSITE WALKWAY TO AUDRELANE CRT,Chinese Cultural Centre of Greater Toronto,Attraction,0.05796747444056554
1283,LAWSON RD AT IRVINE RD,Glen Rouge Campground,Nature/ Park,0.02695065216907504
1284,BELLAMY RD NORTH AT JARWICK DR,Scarborough Museum,Museum,0.018529927424458723
1285,LAKE SHORE BLVD WEST AT FIFTEENTH ST,Famous PEOPLE Players,Performing Arts,0.019388340833403354
1286,BRIMLEY RD AT STRODE DR,Scarborough Museum,Museum,0.02169990496333341
1287,GLEN RD AT WHITNEY AVE,Evergreen Brick Works,Attraction,0.008074933061497118
1288,GATEWAY BLVD (SOUTH SIDE) AT SUNNY GLENWAY (EAST SIDE),Ontario Science Centre,Attraction,0.010206873318504776
1289,WILSON AVE AT CLAYSON RD WEST SIDE,James Garden Park,Garden / Conservatory,0.04500045157555859
1290,DONLANDS AVE AT COSBURN AVE SOUTH SIDE,Todmorden Mills Heritage Site,Landmark,0.01868918187733623
1291,EGLINTON AVE EAST AT BEACHELL ST,Scarborough Village Theatre,Performing Arts,0.00542186723917213
1292,FINCH AVE EAST AT MILLIKEN BLVD,CF Fairview Mall,Landmark,0.0544918660754702
1293,SCARLETT RD AT LAWRENCE AVE WEST,James Garden Park,Garden / Conservatory,0.025607215108907552
1294,ALBION RD AT CALSTOCK DR,Woodbine Shopping Centre and Fantasy Fair,Attraction,0.0434704185007737
1295,AVENUE RD AT BOSWELL AVE,Koerner Hall (at the Telus Centre for Performance and Learning),Performing Arts,0.0028367725917903108
1296,DIXON RD AT MCMANUS RD WEST SIDE,James Garden Park,Garden / Conservatory,0.033640312084294056
1297,KINGSTON RD AT FALLINGBROOK RD,Balmy Beach Park,Nature/ Park,0.012335236131692994
1298,PAPE AVE AT CANNING AVE,The Danforth Music Hall,Performing Arts,0.011373743635762285
1299,CARLTON ST AT SHERBOURNE ST,Allan Gardens,Nature/ Park,0.0013198785834319824
1300,SENLAC RD AT LURGAN DR,Sarah and Chaim Neuberger Holocaust Education Centre,Museum,0.01409235657512235
1301,QUEEN ST EAST AT PAPE AVE,Cherry Beach/ Clarke Beach Park,Nature/ Park,0.018559990890776323
1302,BATHURST ST AT FINCH AVE WEST SOUTH SIDE,Sarah and Chaim Neuberger Holocaust Education Centre,Museum,0.007211741825127501
1303,SHEPPARD AVE EAST AT LEONA DR,Meridian Arts Centre (formerly Toronto Centre for the Arts),Performing Arts,0.010592107364199896
1304,KINGSTON RD AT GLEN EVEREST RD EAST SIDE,Rosetta McClain Gardens,Nature/ Park,0.0015943377829669189
1305,OSSINGTON AVE AT DAVENPORT RD,Solar Stage Children's Theatre,Performing Arts,0.010156269238153716
1306,MAPLE LEAF DR AT STELLA ST,James Garden Park,Garden / Conservatory,0.040189634799322436
1307,EGLINTON AVE WEST AT JANE ST,James Garden Park,Garden / Conservatory,0.020032071592949636
1308,KIPLING AVE AT NORSEMAN ST,Famous PEOPLE Players,Performing Arts,0.017456887456643807
1309,ROCKCLIFFE BLVD AT OUTLOOK AVE,James Garden Park,Garden / Conservatory,0.025967040557775902
1310,QUEEN ST EAST AT VICTORIA ST (ST MICHAELS HOSPITAL),Cloud Gardens Conservatory,Garden / Conservatory,0.0016810790314595676
1311,SHEPPARD AVE WEST AT BRENTWOOD AVE,Meridian Arts Centre (formerly Toronto Centre for the Arts),Performing Arts,0.015330320062295025
1312,KING ST EAST AT SHERBOURNE ST,Young People's Theatre,Performing Arts,0.0007581276282810407
1313,MCCOWAN RD AT OPPOSITE MILLIKEN WELLS PLAZA,Chinese Cultural Centre of Greater Toronto,Attraction,0.05039897059619504
1314,BLOOR ST WEST AT RIVERSIDE DR (SOUTH) EAST SIDE,The Village Playhouse,Performing Arts,0.014423868765401162
1315,BROADVIEW AVE AT DUNDAS ST EAST,Native Earth Performing Arts & Aki Studio,Performing Arts,0.010567780342626369
1316,CALEDONIA RD AT TYCOS DR,Yorkdale Mall,Landmark,0.02817021444956626
1317,MARTIN GROVE RD AT FINCH AVE WEST SOUTH SIDE,Humber Arboretum,Nature/ Park,0.015988421460127772
1318,VICTORIA PARK AVE AT FERNCREST GATE,CF Fairview Mall,Landmark,0.017626645391721905
1319,DANFORTH AVE AT LEYTON AVE WEST SIDE,Balmy Beach Park,Nature/ Park,0.022484859894791164
1320,MCCOWAN RD AT MELDAZY DR (SOUTH),Scarborough Museum,Museum,0.008710897271519252
1321,ISLINGTON AVE AT HUMBER SUMMIT LANE,Humber Arboretum,Nature/ Park,0.04540408572921607
1322,DRIFTWOOD AVE AT YEWTREE BLVD,Black Creek Pioneer Village,Museum,0.021504147300840992
1323,ISLINGTON AVE AT ORRELL AVE,Montgomery's Inn,Museum,0.004689870927668649
1324,STEELES AVE EAST AT LESLIE ST,Historic Zion Schoolhouse,Museum,0.018568779217813504
1325,OPPOSITE 120 MCLEVIN AVE,Chinese Cultural Centre of Greater Toronto,Attraction,0.005294842740619708
1326,DON MILLS RD AT THE DONWAY WEST (NORTH),Toronto Botanical Gardens and Edwards Gardens,Nature/ Park,0.014584966190475319
1327,JOHN GARLAND BLVD AT MOSQUE CRES (NORTH),Woodbine Shopping Centre and Fantasy Fair,Attraction,0.012546937632501693
1328,VICTORIA PARK AVE AT ROWENA DR,Aga Khan Museum,Museum,0.03059761283440834
1329,PAPE AVE AT DANFORTH AVE,Riverdale Park (East and West),Nature/ Park,0.011272701911333963
1330,GRENOBLE DR AT VENDOME PL WEST SIDE,Ontario Science Centre,Attraction,0.00981250900746042
1331,KIPLING AVE AT KINGSVIEW BLVD,Toronto Congress Centre,Convention & Trade Centres,0.018403100407571638
1332,CASTLEMORE AVE AT THE BRIDLE WALK,Historic Zion Schoolhouse,Museum,0.1175458972082835
1333,CALEDONIA RD AT KEITH AVE,Taras H. Shevchenko Museum,Museum,0.0331596124968839
1334,ELMHURST DR AT ALBION RD,Toronto Congress Centre,Convention & Trade Centres,0.04195281322342959
1335,LAWRENCE AVE EAST AT MT PLEASANT RD,Alexander Muir Memorial Gardens,Nature/ Park,0.004337509701070041
1336,CALVINGTON DR AT LEXFIELD AVE,Downsview Park,Nature/ Park,0.027194184840329132
1337,BIRCHMOUNT RD AT CHALDEAN ST,CF Fairview Mall,Landmark,0.0428319932105958
1338,MARKHAM RD AT ELLESMERE RD,Chinese Cultural Centre of Greater Toronto,Attraction,0.020470240710872563
1339,BURNHAMTHORPE RD AT BOTFIELD AVE EAST SIDE,Montgomery's Inn,Museum,0.0166729756081652
1340,MIDDLEFIELD RD AT MCNICOLL AVE,Chinese Cultural Centre of Greater Toronto,Attraction,0.03687803665517411
1341,CHAPLIN CRES AT DUPLEX AVE,Spadina Museum,Museum,0.01989125831507456
1342,BATHURST ST AT MELROSE AVE,Yorkdale Mall,Landmark,0.019786721578157907
1343,HORNER AVE AT TUPPER AVE WEST SIDE,Famous PEOPLE Players,Performing Arts,0.010314879169636878
1344,LAWSON RD AT MEADOWVALE RD,Glen Rouge Campground,Nature/ Park,0.03213186014995065
1345,MORNINGSIDE AVE AT MILITARY TRAIL,Cedar Ridge Creative Centre,Gallery,0.0325060705630851
1346,ELLESMERE RD AT KENNEDY RD,Scarborough Museum,Museum,0.02524600714749472
1347,KINGSTON RD AT BEECHGROVE DR,Guild Park and Gardens (formely known as Guildwood Park),Nature/ Park,0.03246984372941761
1348,GUILDWOOD PKWY AT PRINCE PHILLIP BLVD EAST SIDE,Guild Park and Gardens (formely known as Guildwood Park),Nature/ Park,0.011747775083421208
1349,MARKHAM RD AT COUGAR CRT,Scarborough Village Theatre,Performing Arts,0.00422454430203734
1350,DUNDAS ST WEST AT PAULART DR EAST SIDE,CF Sherway Gardens,Landmark,0.02010690173357677
1351,KENNEDY RD AT FLORA DR,Scarborough Museum,Museum,0.0216962966473984
1352,WESTHUMBER BLVD AT KIPLING AVE,Woodbine Shopping Centre and Fantasy Fair,Attraction,0.02570577525306838
1353,MIDLAND AVE AT MONTGOMERY AVE,Scarborough Museum,Museum,0.03933801522838641
1354,O'CONNOR DR AT TAYLOR DR,Ontario Science Centre,Attraction,0.024200313803909013
1355,WASDALE CRES AT NEPTUNE DR,Yorkdale Mall,Landmark,0.016875605907449298
1356,BAYVIEW AVE AT MOORE AVE,Evergreen Brick Works,Attraction,0.012976304577061653
1357,BRECKON GATE AT SHEPPARD AVE EAST,Chinese Cultural Centre of Greater Toronto,Attraction,0.026817972082550358
1358,DANFORTH RD AT WETHERBY DR,Scarborough Museum,Museum,0.023066532810912563
1359,YORK MILLS RD AT OLD YORK MILLS RD,Alexander Muir Memorial Gardens,Nature/ Park,0.02092902478119412
1360,SHEPPARD AVE EAST AT MARKHAM RD,Chinese Cultural Centre of Greater Toronto,Attraction,0.006825596394294732
1361,DAVENPORT RD AT CHRISTIE ST,Artscape Wychwood Barns,Landmark,0.0064122263657167495
1362,RENFORTH DR AT CONVAIR DR,Centennial Park,Nature/ Park,0.01477009857375634
1363,OPPOSITE 130 BELLAMY RD NORTH,Scarborough Village Theatre,Performing Arts,0.014035823420465166
1364,SHEPPARD AVE EAST AT ABBOTSFIELD GATE,CF Fairview Mall,Landmark,0.029887105372800447
1365,OPPOSITE 327 DIXON RD,Toronto Congress Centre,Convention & Trade Centres,0.02288742995758034
1366,BATHURST ST AT FINCH AVE WEST,Sarah and Chaim Neuberger Holocaust Education Centre,Museum,0.00734435049782527
1367,YONGE ST AT YORK MILLS RD NORTH SIDE (YORK MILLS STATION),Alexander Muir Memorial Gardens,Nature/ Park,0.022078656002304173
1368,BETH NEALSON DR AT WICKSTEED AVE,Ontario Science Centre,Attraction,0.009923267383153671
1369,THISTLE DOWN BLVD AT ALBION RD,Woodbine Shopping Centre and Fantasy Fair,Attraction,0.04151330349900684
1370,BLOOR ST WEST AT RIVERSIDE DR (NORTH),The Village Playhouse,Performing Arts,0.01720224837071002
1371,DONLANDS AVE AT GLEBEHOLME BLVD,Riverdale Park (East and West),Nature/ Park,0.01903412105515297
